종목코드,탭코드,종목명,현재가,등락구분,전일비,등락률,순자산가치(NAV),3개월수익률,거래량,거래대금(백만),시가총액(억),유형,브랜드,인버스,레버리지,환헤지H
069500,1,KODEX 200,34980,5,-225,-0.64,35044.0,8.1433,570258,19934,61897,국내 시장지수,KODEX,False,False,False
357870,6,TIGER CD금리투자KIS(합성),52765,2,5,0.01,52764.0,0.9084,54963,2900,51735,채권,TIGER,False,False,False
423160,6,KODEX KOFR금리액티브(합성),103780,2,5,0.0,103767.0,0.9189,43208,4484,35411,채권,KODEX,False,False,False
273130,6,KODEX 종합채권(AA-이상)액티브,104720,5,-385,-0.37,104862.0,-0.4971,631,66,28623,채권,KODEX,False,False,False
371460,4,TIGER 차이나전기차SOLACTIVE,10095,2,65,0.65,10134.0,-9.4357,562877,5669,27580,해외 주식,TIGER,False,False,False
102110,1,TIGER 200,35030,5,-220,-0.62,35085.0,8.1487,125021,4377,24661,국내 시장지수,TIGER,False,False,False
133690,4,TIGER 미국나스닥100,90250,5,-50,-0.06,90462.0,15.0846,38717,3489,24404,해외 주식,TIGER,False,False,False
278530,1,KODEX 200TR,11950,5,-75,-0.62,11966.0,8.1384,7970,95,20130,국내 시장지수,KODEX,False,False,False
360750,4,TIGER 미국S&P500,14715,5,-10,-0.07,14748.0,6.8732,242048,3559,19622,해외 주식,TIGER,False,False,False
122630,3,KODEX 레버리지,17860,5,-225,-1.24,17982.0,15.3012,5002189,89244,19494,국내 파생,KODEX,False,True,False
448320,7,KODEX 23-12 은행채(AA+이상)액티브,10360,3,0,0.0,10364.0,0.7292,2644,27,19112,기타,KODEX,False,False,False
252670,3,KODEX 200선물인버스2X,2395,2,35,1.48,2396.0,-14.1819,46930103,112418,17179,국내 파생,KODEX,True,False,False
381170,4,TIGER 미국테크TOP10 INDXX,13835,2,15,0.11,13895.0,22.1387,447402,6177,16803,해외 주식,TIGER,False,False,False
381180,4,TIGER 미국필라델피아반도체나스닥,13195,2,70,0.53,13255.0,24.7979,836479,11017,16415,해외 주식,TIGER,False,False,False
310970,1,TIGER MSCI Korea TR,15035,5,-95,-0.63,15032.0,7.8403,160,2,13712,국내 시장지수,TIGER,False,False,False
214980,6,KODEX 단기채권PLUS,107300,2,5,0.0,107302.0,0.7654,6529,700,13655,채권,KODEX,False,False,False
305540,2,TIGER 2차전지테마,37070,5,-525,-1.4,37064.0,25.0457,1005285,37461,13141,국내 업종/테마,TIGER,False,False,False
148020,1,KBSTAR 200,35205,5,-240,-0.68,35261.0,7.7355,17669,621,13114,국내 시장지수,KBSTAR,False,False,False
449170,6,TIGER KOFR금리액티브(합성),102350,2,5,0.0,102336.0,0.902,3025,309,12301,채권,TIGER,False,False,False
102780,2,KODEX 삼성그룹,9555,5,-5,-0.05,9568.0,5.6937,33334,318,11867,국내 업종/테마,KODEX,False,False,False
305720,2,KODEX 2차전지산업,33010,5,-480,-1.43,33013.0,18.3392,1201560,39918,11653,국내 업종/테마,KODEX,False,False,False
251340,3,KODEX 코스닥150선물인버스,3440,2,50,1.47,3439.0,-17.4178,41248766,141236,11407,국내 파생,KODEX,True,False,False
292150,2,TIGER TOP10,11885,5,-160,-1.33,11891.0,11.4555,26168,311,11356,국내 업종/테마,TIGER,False,False,False
385540,6,KBSTAR 종합채권(A-이상)액티브,97145,5,-205,-0.21,97119.0,-0.6329,1,0,10745,채권,KBSTAR,False,False,False
157450,6,TIGER 단기통안채,104075,2,10,0.01,104083.0,0.7747,643257,66953,9716,채권,TIGER,False,False,False
139260,2,TIGER 200 IT,32865,5,-95,-0.29,32895.0,9.7021,18413,605,8749,국내 업종/테마,TIGER,False,False,False
153130,6,KODEX 단기채권,106620,5,-5,0.0,106622.0,0.7274,13899,1481,8053,채권,KODEX,False,False,False
233740,3,KODEX 코스닥150레버리지,14315,5,-355,-2.42,14448.0,37.5527,8047242,116237,7716,국내 파생,KODEX,False,True,False
455890,6,KBSTAR 머니마켓액티브,50475,5,-5,-0.01,50477.0,,1632,82,7340,채권,KBSTAR,False,False,False
114800,3,KODEX 인버스,4390,2,30,0.69,4394.0,-6.8377,7408341,32548,7279,국내 파생,KODEX,True,False,False
091180,2,KODEX 자동차,18745,5,-425,-2.22,18747.0,5.0986,140957,2653,7086,국내 업종/테마,KODEX,False,False,False
371160,4,TIGER 차이나항셍테크,6420,5,-20,-0.31,6447.0,11.4186,187703,1202,6616,해외 주식,TIGER,False,False,False
152100,1,ARIRANG 200,35555,5,-225,-0.63,35616.0,8.015,472,16,6595,국내 시장지수,ARIRANG,False,False,False
272580,6,TIGER 단기채권액티브,52310,5,-5,-0.01,52316.0,0.8093,124679,6522,6517,채권,TIGER,False,False,False
315930,2,KODEX Top5PlusTR,19045,5,-205,-1.06,19051.0,17.9895,9301,177,6418,국내 업종/테마,KODEX,False,False,False
148070,6,KOSEF 국고채10년,109200,5,-630,-0.57,109336.0,-1.9288,5466,597,6410,채권,KOSEF,False,False,False
278540,1,KODEX MSCI Korea TR,11970,5,-65,-0.54,11979.0,7.9372,46035,551,6344,국내 시장지수,KODEX,False,False,False
294400,1,KOSEF 200TR,43455,5,-240,-0.55,43546.0,7.9955,5236,227,6084,국내 시장지수,KOSEF,False,False,False
448590,6,KBSTAR 23-11 회사채(AA-이상)액티브,51715,2,10,0.02,51714.0,0.8956,9622,497,6073,채권,KBSTAR,False,False,False
447820,6,TIGER 24-10 회사채(A+이상)액티브,52980,5,-25,-0.05,52951.0,0.6647,8552,453,5916,채권,TIGER,False,False,False
293180,1,HANARO 200,35060,5,-220,-0.62,35128.0,8.0551,317,11,5908,국내 시장지수,HANARO,False,False,False
360200,4,ACE 미국S&P500,14870,5,-5,-0.03,14902.0,6.8759,60900,904,5859,해외 주식,ACE,False,False,False
379800,4,KODEX 미국S&P500TR,13245,5,-5,-0.04,13277.0,6.8979,39628,524,5828,해외 주식,KODEX,False,False,False
459580,6,KODEX CD금리액티브(합성),1006615,2,100,0.01,1006612.0,,341921,344181,5709,채권,KODEX,False,False,False
395170,2,KODEX Fn Top10동일가중,8615,5,-90,-1.03,8618.0,10.6099,867,7,5651,국내 업종/테마,KODEX,False,False,False
229200,1,KODEX 코스닥150,15205,5,-210,-1.36,15283.0,18.8053,1542238,23568,5641,국내 시장지수,KODEX,False,False,False
462010,2,TIGER 2차전지소재Fn,12135,5,-205,-1.66,12142.0,,5400704,66064,5625,국내 업종/테마,TIGER,False,False,False
356540,6,ACE 종합채권(AA-이상)KIS액티브,95690,5,-255,-0.27,95678.0,-0.4152,277,26,5400,채권,ACE,False,False,False
069660,1,KOSEF 200,35070,5,-185,-0.52,35132.0,8.0613,6036,211,5383,국내 시장지수,KOSEF,False,False,False
196230,6,KBSTAR 단기통안채,108520,2,10,0.01,108522.0,0.8129,1566107,169957,5246,채권,KBSTAR,False,False,False
251350,4,KODEX 선진국MSCI World,22510,5,-55,-0.24,22605.0,4.424,11399,256,5166,해외 주식,KODEX,False,False,False
091160,2,KODEX 반도체,34985,5,-465,-1.31,35046.0,28.8622,276632,9714,5020,국내 업종/테마,KODEX,False,False,False
396500,2,TIGER Fn반도체TOP10,9710,5,-160,-1.62,9706.0,26.7822,640683,6229,4996,국내 업종/테마,TIGER,False,False,False
379810,4,KODEX 미국나스닥100TR,13405,5,-5,-0.04,13436.0,15.3548,41549,556,4913,해외 주식,KODEX,False,False,False
314250,4,KODEX 미국FANG플러스(H),29755,5,-115,-0.39,29814.0,31.2678,51557,1530,4874,해외 주식,KODEX,False,False,True
394670,4,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),9505,5,-70,-0.73,9549.0,6.8042,57008,540,4870,해외 주식,TIGER,False,False,False
367380,4,ACE 미국나스닥100,15500,5,-5,-0.03,15542.0,15.0905,48266,747,4836,해외 주식,ACE,False,False,False
105190,1,ACE 200,35265,5,-195,-0.55,35304.0,7.6339,11816,416,4726,국내 시장지수,ACE,False,False,False
273140,6,KODEX 단기변동금리부채권액티브,107465,2,5,0.0,107459.0,0.8682,814,87,4267,채권,KODEX,False,False,False
329750,6,TIGER 미국달러단기채권액티브,11270,2,65,0.58,11259.0,-3.3636,37535,423,4097,채권,TIGER,False,False,False
451600,6,ARIRANG 국고채30년액티브,93100,5,-415,-0.44,93050.0,-4.5132,16,1,3942,채권,ARIRANG,False,False,False
364980,2,TIGER KRX2차전지K-뉴딜,21510,5,-320,-1.47,21535.0,17.9681,501303,10841,3915,국내 업종/테마,TIGER,False,False,False
394660,4,TIGER 글로벌자율주행&전기차SOLACTIVE,11575,2,10,0.09,11655.0,19.5966,25573,295,3616,해외 주식,TIGER,False,False,False
453540,6,TIGER 25-10 회사채(A+이상)액티브,50525,5,-60,-0.12,50488.0,0.4268,9040,456,3569,채권,TIGER,False,False,False
436140,6,SOL 종합채권(AA-이상)액티브,101330,5,-140,-0.14,101289.0,-0.5148,4,0,3499,채권,SOL,False,False,False
385560,6,KBSTAR KIS국고채30년Enhanced,67020,5,-400,-0.59,67099.0,-5.9169,13805,925,3472,채권,KBSTAR,False,False,False
091170,2,KODEX 은행,6270,5,-20,-0.32,6284.0,6.6101,132026,824,3370,국내 업종/테마,KODEX,False,False,False
439860,6,KODEX ESG종합채권(A-이상)액티브,104020,3,0,0.0,104113.0,0.3424,0,0,3239,채권,KODEX,False,False,False
453530,6,TIGER 24-04 회사채(A+이상)액티브,50755,5,-25,-0.05,50719.0,0.9141,6072,308,3204,채권,TIGER,False,False,False
114260,6,KODEX 국고채3년,57655,5,-95,-0.16,57637.0,-0.1988,610,35,3049,채권,KODEX,False,False,False
226490,1,KODEX 코스피,27035,5,-130,-0.48,27045.0,7.1809,7520,203,3041,국내 시장지수,KODEX,False,False,False
143850,4,TIGER 미국S&P500선물(H),52190,5,-225,-0.43,52189.0,9.7466,7490,390,3014,해외 주식,TIGER,False,False,True
302190,6,TIGER 중장기국채,48460,5,-210,-0.43,48486.0,-1.2679,3029,147,2966,채권,TIGER,False,False,False
458730,4,TIGER 미국배당다우존스,10360,5,-20,-0.19,10383.0,,50488,522,2932,해외 주식,TIGER,False,False,False
245710,4,ACE 베트남VN30(합성),19060,5,-145,-0.76,19148.0,11.9825,19708,375,2859,해외 주식,ACE,False,False,False
365780,6,ACE 국고채10년,85985,5,-550,-0.64,86055.0,-1.8544,938,80,2850,채권,ACE,False,False,False
329200,2,TIGER 리츠부동산인프라,4505,5,-25,-0.55,4497.0,1.3196,80047,360,2840,국내 업종/테마,TIGER,False,False,False
304660,6,KODEX 미국채울트라30년선물(H),8415,5,-120,-1.41,8411.0,-5.4818,317301,2668,2701,채권,KODEX,False,False,True
368590,4,KBSTAR 미국나스닥100,15010,5,-5,-0.03,15042.0,15.2517,28839,432,2627,해외 주식,KBSTAR,False,False,False
451000,6,ARIRANG 종합채권(AA-이상)액티브,102340,3,0,0.0,102195.0,-0.5056,0,0,2623,채권,ARIRANG,False,False,False
367770,2,KBSTAR Fn수소경제테마,9920,5,-15,-0.15,9919.0,-0.1508,12296,121,2619,국내 업종/테마,KBSTAR,False,False,False
455860,2,SOL 2차전지소부장Fn,11330,5,-205,-1.78,11349.0,22.3223,611743,6976,2612,국내 업종/테마,SOL,False,False,False
455030,6,KODEX 미국달러SOFR금리액티브(합성),10070,2,55,0.55,10090.0,-3.0963,6895,69,2606,채권,KODEX,False,False,False
446720,4,SOL 미국배당다우존스,9510,5,-5,-0.05,9521.0,1.7755,199964,1899,2596,해외 주식,SOL,False,False,False
213610,2,KODEX 삼성그룹밸류,9430,2,20,0.21,9439.0,5.1984,134,1,2537,국내 업종/테마,KODEX,False,False,False
448310,6,KODEX 23-12 국고채액티브,10275,3,0,0.0,10280.0,0.6859,2185,22,2508,채권,KODEX,False,False,False
241180,4,TIGER 일본니케이225,18005,5,-155,-0.85,18030.0,6.2298,11235,202,2416,해외 주식,TIGER,False,False,False
453850,6,ACE 미국30년국채액티브(H),9230,5,-115,-1.23,9199.0,-4.8662,584600,5394,2335,채권,ACE,False,False,True
192090,4,TIGER 차이나CSI300,9465,5,-15,-0.16,9506.0,-6.4166,61546,581,2328,해외 주식,TIGER,False,False,False
091230,2,TIGER 반도체,36305,5,-565,-1.53,36326.0,28.2211,95989,3498,2294,국내 업종/테마,TIGER,False,False,False
379780,4,KBSTAR 미국S&P500,12860,5,-10,-0.08,12887.0,7.0003,25411,326,2289,해외 주식,KBSTAR,False,False,False
290130,2,KBSTAR ESG사회책임투자,10985,5,-40,-0.36,11000.0,6.8831,7729,84,2274,국내 업종/테마,KBSTAR,False,False,False
455850,2,SOL 반도체소부장Fn,13215,5,-330,-2.44,13219.0,37.4429,657922,8738,2247,국내 업종/테마,SOL,False,False,False
190620,6,ACE 단기통안채,102180,3,0,0.0,102185.0,0.8189,1225883,125268,2217,채권,ACE,False,False,False
447780,7,TIGER 23-12 국공채액티브,205620,5,-20,-0.01,205644.0,0.789,56,11,2154,기타,TIGER,False,False,False
361580,1,KBSTAR 200TR,18800,5,-115,-0.61,18844.0,7.9315,2114,39,2106,국내 시장지수,KBSTAR,False,False,False
143860,2,TIGER 헬스케어,27225,5,-140,-0.51,27282.0,1.5775,41671,1136,2031,국내 업종/테마,TIGER,False,False,False
388420,2,KBSTAR 비메모리반도체액티브,11220,5,-180,-1.58,11231.0,33.0998,599822,6785,2024,국내 업종/테마,KBSTAR,False,False,False
328370,1,ARIRANG 코스피TR,14030,5,-65,-0.46,14068.0,6.659,106,1,2020,국내 시장지수,ARIRANG,False,False,False
295040,1,SOL 200TR,12445,5,-60,-0.48,12448.0,7.6161,87,1,1997,국내 시장지수,SOL,False,False,False
364960,2,TIGER KRX BBIG K-뉴딜,6940,5,-120,-1.7,6954.0,2.0231,72806,506,1988,국내 업종/테마,TIGER,False,False,False
326240,2,KBSTAR IT플러스,19755,5,-195,-0.98,19763.0,14.3922,10643,210,1983,국내 업종/테마,KBSTAR,False,False,False
401470,2,KODEX K-메타버스액티브,8615,2,5,0.06,8640.0,0.9378,29110,249,1973,국내 업종/테마,KODEX,False,False,False
409820,4,KODEX 미국나스닥100레버리지(합성 H),7620,5,-65,-0.85,7647.0,41.5285,118276,896,1970,해외 주식,KODEX,False,True,True
200250,4,KOSEF 인도Nifty50(합성),19960,2,35,0.18,20034.0,5.2284,75651,1511,1896,해외 주식,KOSEF,False,False,False
385550,6,KBSTAR 단기종합채권(AA-이상)액티브,104850,2,15,0.01,104854.0,0.7641,612,64,1891,채권,KBSTAR,False,False,False
332940,1,HANARO MSCI Korea TR,15015,5,-60,-0.4,15027.0,7.9098,13,0,1877,국내 시장지수,HANARO,False,False,False
132030,5,KODEX 골드선물(H),12530,5,-70,-0.56,12536.0,-2.5899,31774,398,1792,원자재,KODEX,False,False,True
448870,6,ACE 23-12 회사채(AA-이상)액티브,104400,2,10,0.01,104401.0,0.8793,6,0,1781,채권,ACE,False,False,False
130730,6,KOSEF 단기자금,103430,2,15,0.01,103433.0,0.7599,1091,112,1761,채권,KOSEF,False,False,False
138540,2,TIGER 현대차그룹+펀더멘털,24070,5,-430,-1.76,24065.0,4.3885,8209,198,1757,국내 업종/테마,TIGER,False,False,False
461950,2,KODEX 2차전지핵심소재10 Fn,13040,5,-205,-1.55,13055.0,,550379,7217,1734,국내 업종/테마,KODEX,False,False,False
363570,6,KODEX 장기종합채권(AA-이상)액티브KAP,87320,5,-305,-0.35,87312.0,-1.5726,8,0,1726,채권,KODEX,False,False,False
161510,2,ARIRANG 고배당주,11330,2,5,0.04,11355.0,0.0,41470,468,1723,국내 업종/테마,ARIRANG,False,False,False
461460,6,ARIRANG 국고채10년액티브,49780,3,0,0.0,49550.0,,0,0,1713,채권,ARIRANG,False,False,False
275980,4,TIGER 글로벌4차산업혁신기술(합성 H),16770,5,-105,-0.62,16880.0,15.1091,11356,190,1694,해외 주식,TIGER,False,False,True
372330,4,KODEX 차이나항셍테크,6435,5,-20,-0.31,6458.0,11.6782,59575,382,1647,해외 주식,KODEX,False,False,False
400970,2,TIGER Fn메타버스,8750,5,-60,-0.68,8763.0,5.4458,64161,559,1623,국내 업종/테마,TIGER,False,False,False
457480,4,ACE 테슬라밸류체인액티브,13105,5,-210,-1.58,13160.0,,360646,4730,1618,해외 주식,ACE,False,False,False
412770,4,TIGER 글로벌메타버스액티브,7730,2,35,0.45,7726.0,15.8885,99067,763,1601,해외 주식,TIGER,False,False,False
228800,2,TIGER 여행레저,3615,2,15,0.42,3613.0,-7.336,119987,432,1586,국내 업종/테마,TIGER,False,False,False
401170,2,KBSTAR iSelect메타버스,7510,5,-90,-1.18,7516.0,3.6834,5858,44,1547,국내 업종/테마,KBSTAR,False,False,False
414780,4,TIGER 차이나과창판STAR50(합성),6950,5,-20,-0.29,7097.0,-17.3191,618,4,1532,해외 주식,TIGER,False,False,False
451530,6,TIGER 국고채30년스트립액티브,44625,5,-260,-0.58,44651.0,-7.2049,11163,497,1524,채권,TIGER,False,False,False
329650,7,KODEX TRF3070,11380,5,-30,-0.26,11413.0,0.706,9095,103,1514,기타,KODEX,False,False,False
168580,4,ACE 중국본토CSI300,25440,5,-120,-0.47,25664.0,-6.3565,973,24,1506,해외 주식,ACE,False,False,False
439870,6,KODEX 국고채30년액티브,97065,5,-520,-0.53,96838.0,-3.4625,569,55,1492,채권,KODEX,False,False,False
219480,4,KODEX 미국S&P500선물(H),21485,5,-110,-0.51,21492.0,10.2629,16934,363,1472,해외 주식,KODEX,False,False,True
182480,7,TIGER 미국MSCI리츠(합성 H),12360,5,-60,-0.48,12398.0,5.5942,4379,54,1440,기타,TIGER,False,False,True
458210,7,히어로즈 CD금리액티브(합성),100725,3,0,0.0,100700.0,,0,0,1427,기타,히어로즈,False,False,False
438330,6,TIGER 투자등급회사채액티브,104085,5,-90,-0.09,104107.0,0.3274,6,0,1375,채권,TIGER,False,False,False
448290,4,TIGER 미국S&P500TR(H),11175,5,-35,-0.31,11192.0,10.2803,16139,179,1363,해외 주식,TIGER,False,False,True
278240,3,KBSTAR 코스닥150선물레버리지,15205,5,-375,-2.41,15205.0,37.3292,19579,300,1352,국내 파생,KBSTAR,False,True,False
451060,1,KTOP K200액티브,10935,5,-70,-0.64,10947.0,7.3135,228,2,1345,국내 시장지수,KTOP,False,False,False
448880,6,ACE 24-12 회사채(AA-이상)액티브,106260,3,0,0.0,106280.0,0.7108,271,28,1329,채권,ACE,False,False,False
302450,1,KBSTAR 코스피,27405,5,-95,-0.35,27429.0,6.6304,3663,100,1329,국내 시장지수,KBSTAR,False,False,False
244580,2,KODEX 바이오,8105,5,-60,-0.73,8127.0,2.8337,225235,1829,1323,국내 업종/테마,KODEX,False,False,False
304940,4,KODEX 미국나스닥100선물(H),19105,5,-100,-0.52,19150.0,18.806,20057,382,1318,해외 주식,KODEX,False,False,True
332930,1,HANARO 200TR,43505,5,-255,-0.58,43574.0,7.6109,16,0,1283,국내 시장지수,HANARO,False,False,False
325020,2,KODEX 배당가치,12795,5,-90,-0.7,12819.0,8.6699,528,6,1254,국내 업종/테마,KODEX,False,False,False
402970,4,ACE 미국배당다우존스,10530,5,-10,-0.09,10541.0,1.6785,269238,2834,1253,해외 주식,ACE,False,False,False
152380,6,KODEX 국채선물10년,62845,5,-395,-0.62,62851.0,-2.3396,2718,170,1248,채권,KODEX,False,False,False
305080,6,TIGER 미국채10년선물,11210,2,15,0.13,11209.0,-6.9023,24782,277,1222,채권,TIGER,False,False,False
453010,7,ARIRANG KOFR금리,101370,2,10,0.01,101368.0,0.9109,201,20,1214,기타,ARIRANG,False,False,False
451540,6,TIGER 종합채권(AA-이상)액티브,49930,5,-145,-0.29,49971.0,-0.6153,105,5,1187,채권,TIGER,False,False,False
422420,2,KBSTAR 2차전지액티브,15365,5,-215,-1.38,15372.0,23.6998,365366,5652,1177,국내 업종/테마,KBSTAR,False,False,False
277630,1,TIGER 코스피,27255,5,-225,-0.82,27292.0,6.8969,663,18,1172,국내 시장지수,TIGER,False,False,False
266420,2,KODEX 헬스케어,12000,5,-60,-0.5,12009.0,1.6863,36224,434,1164,국내 업종/테마,KODEX,False,False,False
270810,1,KBSTAR 코스닥150,15080,5,-155,-1.02,15198.0,18.0092,10231,155,1161,국내 시장지수,KBSTAR,False,False,False
204480,4,TIGER 차이나CSI300레버리지(합성),17685,5,-55,-0.31,18145.0,-17.3924,177278,3124,1153,해외 주식,TIGER,False,True,False
441680,7,TIGER 미국나스닥100커버드콜(합성),10110,2,30,0.3,10140.0,2.8676,197816,1998,1102,기타,TIGER,False,False,False
261240,7,KODEX 미국달러선물,11830,2,50,0.42,11843.0,-2.8454,51181,605,1088,기타,KODEX,False,False,False
252710,3,TIGER 200선물인버스2X,2525,2,35,1.41,2528.0,-13.9897,469974,1189,1083,국내 파생,TIGER,True,False,False
453810,4,KODEX 인도Nifty50,10830,2,5,0.05,10863.0,5.4759,71015,769,1083,해외 주식,KODEX,False,False,False
228810,2,TIGER 미디어컨텐츠,7015,5,-10,-0.14,7032.0,-3.1035,11885,83,1056,국내 업종/테마,TIGER,False,False,False
395290,2,HANARO Fn K-POP&미디어,10320,5,-30,-0.29,10319.0,6.045,21891,225,1047,국내 업종/테마,HANARO,False,False,False
419890,6,히어로즈 단기채권ESG액티브,103050,3,0,0.0,103068.0,0.7676,0,0,1041,채권,히어로즈,False,False,False
448600,6,KBSTAR 25-11 회사채(AA-이상)액티브,52240,5,-55,-0.11,52262.0,0.2876,883,46,1041,채권,KBSTAR,False,False,False
367760,2,KBSTAR Fn5G테크,10570,5,-190,-1.77,10598.0,36.0303,26750,284,1036,국내 업종/테마,KBSTAR,False,False,False
453870,4,TIGER 인도니프티50,10640,3,0,0.0,10659.0,5.2319,17635,188,1000,해외 주식,TIGER,False,False,False
446770,4,ACE 글로벌반도체TOP4 Plus SOLACTIVE,15115,5,-40,-0.26,15120.0,24.6196,24362,368,990,해외 주식,ACE,False,False,False
292560,7,TIGER 일본엔선물,8700,2,10,0.12,8697.0,-9.6674,134847,1173,983,기타,TIGER,False,False,False
232080,1,TIGER 코스닥150,15620,5,-185,-1.17,15721.0,18.7007,16483,258,978,국내 시장지수,TIGER,False,False,False
438570,6,SOL 국고채10년,102405,5,-480,-0.47,102408.0,-1.7477,865,88,971,채권,SOL,False,False,False
283580,4,KODEX 차이나CSI300,11765,5,-45,-0.38,11867.0,-6.7141,10514,123,959,해외 주식,KODEX,False,False,False
139230,2,TIGER 200 중공업,4085,2,20,0.49,4090.0,25.6568,508069,2081,949,국내 업종/테마,TIGER,False,False,False
150460,2,TIGER 중국소비테마,6345,2,40,0.63,6359.0,-9.1499,7675,48,948,국내 업종/테마,TIGER,False,False,False
407310,1,HANARO 200 TOP10,9045,5,-100,-1.09,9061.0,10.3802,26,0,941,국내 시장지수,HANARO,False,False,False
364970,2,TIGER KRX바이오K-뉴딜,5960,5,-40,-0.67,5964.0,2.2146,164619,981,909,국내 업종/테마,TIGER,False,False,False
390390,4,KODEX 미국반도체MV,14170,2,10,0.07,14203.0,27.041,11579,163,907,해외 주식,KODEX,False,False,False
157490,2,TIGER 소프트웨어,9180,5,-205,-2.18,9166.0,4.2777,172282,1585,896,국내 업종/테마,TIGER,False,False,False
423920,4,TIGER 미국필라델피아반도체레버리지(합성),14140,2,90,0.64,14226.0,52.0562,67784,953,881,해외 주식,TIGER,False,True,False
414270,4,ACE G2전기차&자율주행액티브,9935,5,-5,-0.05,9946.0,17.2169,16639,165,864,해외 주식,ACE,False,False,False
461270,6,ACE 26-06 회사채(AA-이상)액티브,10040,5,-5,-0.05,10033.0,,14611,146,843,채권,ACE,False,False,False
411420,4,KODEX 미국메타버스나스닥액티브,8440,2,25,0.3,8489.0,21.6919,28994,244,836,해외 주식,KODEX,False,False,False
245340,4,TIGER 미국다우존스30,22695,2,165,0.73,22720.0,1.2675,5280,119,831,해외 주식,TIGER,False,False,False
315960,2,KBSTAR 대형고배당10TR,17210,5,-190,-1.09,17212.0,13.355,1207,20,826,국내 업종/테마,KBSTAR,False,False,False
267770,3,TIGER 200선물레버리지,13680,5,-170,-1.23,13694.0,15.6093,63096,862,821,국내 파생,TIGER,False,True,False
363580,2,KODEX 200IT TR,12655,5,-5,-0.04,12635.0,10.1348,305,3,810,국내 업종/테마,KODEX,False,False,False
195980,4,ARIRANG 신흥국MSCI(합성 H),9510,5,-75,-0.78,9537.0,8.1828,7158,67,808,해외 주식,ARIRANG,False,False,True
298770,4,KODEX 한국대만IT프리미어,19435,5,-60,-0.31,19466.0,11.8473,6652,129,797,해외 주식,KODEX,False,False,False
411060,5,ACE KRX금현물,11610,2,35,0.3,11573.0,-5.1619,14385,167,789,원자재,ACE,False,False,False
144600,5,KODEX 은선물(H),4710,5,-40,-0.84,4714.0,-2.9623,38311,180,787,원자재,KODEX,False,False,True
448300,4,TIGER 미국나스닥100TR(H),13005,5,-65,-0.5,13044.0,18.8181,37033,481,767,해외 주식,TIGER,False,False,True
437080,6,KODEX 미국종합채권SRI액티브(H),96530,5,-450,-0.46,96567.0,-0.7421,350,33,752,채권,KODEX,False,False,True
139250,2,TIGER 200 에너지화학,16150,5,-140,-0.86,16203.0,3.3301,5113,82,740,국내 업종/테마,TIGER,False,False,False
395270,2,HANARO Fn K-반도체,9805,2,5,0.05,9801.0,21.588,678791,6678,735,국내 업종/테마,HANARO,False,False,False
195920,4,TIGER 일본TOPIX(합성 H),19575,5,-65,-0.33,19661.0,12.7439,159,3,732,해외 주식,TIGER,False,False,True
225040,4,TIGER 미국S&P500레버리지(합성 H),30430,5,-225,-0.73,30602.0,21.5744,5137,155,718,해외 주식,TIGER,False,True,True
454780,6,히어로즈 종합채권(AA-이상)액티브,99320,3,0,0.0,99159.0,-0.7198,0,0,715,채권,히어로즈,False,False,False
309230,4,ACE 미국WideMoat가치주,21635,5,-55,-0.25,21640.0,7.9104,2746,59,714,해외 주식,ACE,False,False,False
261220,5,KODEX WTI원유선물(H),14990,2,135,0.91,14985.0,8.7083,73555,1100,712,원자재,KODEX,False,False,True
447770,7,TIGER 테슬라채권혼합Fn,11340,5,-135,-1.18,11347.0,14.75,26534,300,703,기타,TIGER,False,False,False
385720,1,TIMEFOLIO Kstock액티브,9140,5,-60,-0.65,9137.0,5.4441,45,0,686,국내 시장지수,TIMEFOLIO,False,False,False
114820,6,TIGER 국채3년,105545,5,-60,-0.06,105521.0,-0.2325,37,3,665,채권,TIGER,False,False,False
204450,4,KODEX 차이나H레버리지(H),2140,5,-10,-0.47,2152.0,3.1175,95331,202,661,해외 주식,KODEX,False,True,True
458260,6,TIGER 미국투자등급회사채액티브(H),50125,5,-390,-0.77,50005.0,,371,18,660,채권,TIGER,False,False,True
445290,2,KODEX K-로봇액티브,13880,5,-55,-0.39,13868.0,13.3848,83562,1164,659,국내 업종/테마,KODEX,False,False,False
174360,4,KBSTAR 중국본토대형주CSI100,17105,5,-5,-0.03,17216.0,-7.6882,1054,17,650,해외 주식,KBSTAR,False,False,False
245360,4,TIGER 차이나HSCEI,9460,5,-70,-0.73,9545.0,0.263,3768,35,643,해외 주식,TIGER,False,False,False
269540,4,ARIRANG 미국S&P500(H),18800,5,-85,-0.45,18849.0,9.8603,6933,130,639,해외 주식,ARIRANG,False,False,True
462330,2,KODEX 2차전지산업레버리지,12675,5,-325,-2.5,12680.0,,200365,2562,634,국내 업종/테마,KODEX,False,True,False
266160,2,KBSTAR 고배당,12030,5,-45,-0.37,12050.0,5.9024,5070,60,632,국내 업종/테마,KBSTAR,False,False,False
228790,2,TIGER 화장품,2275,2,75,3.41,2279.0,0.6864,813748,1834,631,국내 업종/테마,TIGER,False,False,False
461260,6,ACE 25-06 회사채(AA-이상)액티브,10050,5,-5,-0.05,10045.0,,796,8,624,채권,ACE,False,False,False
437350,6,KBSTAR 미국단기투자등급회사채액티브,9950,2,25,0.25,9938.0,-4.0136,161,1,622,채권,KBSTAR,False,False,False
